Year,RoundNumber,EventName,Driver,current_lap,total_laps,stint_number,compound,stint_length,pace_delta_3lap,pace_delta_5lap,Position,gap_ahead,gap_behind,pit_stop_count,safety_car_active,track_temp,rain,label
2019,1,Australian Grand Prix,ALB,25.0,58.0,2.0,1,11.0,0.1923333333333327,0.1811999999999983,15.0,0.0409999999999968,0.2469999999999999,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,26.0,58.0,2.0,1,12.0,0.679000000000002,0.5562000000000011,16.0,1.128,0.820999999999998,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,27.0,58.0,2.0,1,13.0,0.7330000000000041,0.4086000000000013,15.0,2.7180000000000035,1.375,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,28.0,58.0,2.0,1,14.0,-0.202666666666668,-0.1210000000000008,15.0,0.9699999999999988,0.3980000000000103,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,29.0,58.0,2.0,1,15.0,-1.0166666666666655,-0.0565999999999974,15.0,0.0920000000000129,1.4480000000000075,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,30.0,58.0,2.0,1,16.0,-0.875,-0.2317999999999983,14.0,0.1750000000000113,0.7530000000000001,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,31.0,58.0,2.0,1,17.0,-0.0426666666666667,-0.554000000000002,14.0,0.5209999999999866,1.2739999999999867,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,32.0,58.0,2.0,1,18.0,-0.156666666666671,-0.5904000000000025,14.0,0.4199999999999875,2.64200000000001,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,33.0,58.0,2.0,1,19.0,-0.1360000000000004,-0.1917999999999978,14.0,0.2139999999999986,0.2049999999999983,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,34.0,58.0,2.0,1,20.0,-0.3139999999999976,-0.1324000000000012,14.0,0.2489999999999952,2.397999999999996,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,35.0,58.0,2.0,1,21.0,0.3970000000000008,0.172799999999998,14.0,1.266999999999996,0.9909999999999995,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,36.0,58.0,2.0,1,22.0,-0.0226666666666659,-0.1797999999999973,14.0,0.5,0.1120000000000089,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,37.0,58.0,2.0,1,23.0,0.0123333333333353,-0.0309999999999973,14.0,0.0380000000000109,0.0470000000000112,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,38.0,58.0,2.0,1,24.0,-0.4933333333333299,-0.0415999999999996,14.0,-2.247,0.1020000000000038,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,39.0,58.0,2.0,1,25.0,-0.0976666666666687,-0.05,14.0,-0.1610000000000013,0.0730000000000075,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,40.0,58.0,2.0,1,26.0,-0.179000000000002,-0.3765999999999991,14.0,0.0330000000000012,0.0310000000000059,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,41.0,58.0,2.0,1,27.0,-0.1910000000000025,-0.1426000000000016,14.0,0.1099999999999994,0.3709999999999951,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,42.0,58.0,2.0,1,28.0,-0.1746666666666669,-0.1622000000000014,14.0,-0.1970000000000027,1.856999999999999,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,43.0,58.0,2.0,1,29.0,-0.1923333333333327,-0.1960000000000007,14.0,-0.4759999999999991,0.7069999999999936,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,44.0,58.0,2.0,1,30.0,0.1006666666666689,-0.023599999999999,14.0,-0.0419999999999873,0.4979999999999904,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,45.0,58.0,2.0,1,31.0,0.2049999999999983,0.0681999999999987,14.0,0.367999999999995,0.0100000000000051,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,46.0,58.0,2.0,1,32.0,0.2156666666666638,0.0479999999999989,14.0,0.0009999999999905,0.0170000000000101,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,47.0,58.0,2.0,1,33.0,0.0156666666666656,0.0906000000000006,14.0,-0.8370000000000033,0.2590000000000003,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,48.0,58.0,2.0,1,34.0,0.2280000000000039,0.3204000000000008,14.0,0.862000000000009,0.9150000000000064,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,49.0,58.0,2.0,1,35.0,1.550666666666667,0.9179999999999978,14.0,4.241,4.597999999999999,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,50.0,58.0,2.0,1,36.0,0.2546666666666652,0.1204000000000007,14.0,-0.4830000000000041,0.730000000000004,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,51.0,58.0,2.0,1,37.0,-0.1716666666666668,0.0880000000000023,14.0,-2.8870000000000005,0.2270000000000038,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,52.0,58.0,2.0,1,38.0,-1.2113333333333334,0.1817999999999983,14.0,-2.1270000000000095,0.7129999999999939,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,53.0,58.0,2.0,1,39.0,0.0769999999999981,0.0297999999999973,14.0,-1.027000000000001,3.0930000000000035,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,54.0,58.0,2.0,1,40.0,0.1549999999999964,-0.7494,14.0,-1.210000000000008,0.4559999999999888,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,55.0,58.0,2.0,1,41.0,-0.0646666666666628,-0.0097999999999984,14.0,-1.137999999999991,0.7340000000000089,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,56.0,58.0,2.0,1,42.0,0.3183333333333375,0.3238,14.0,0.0730000000000075,1.818000000000012,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,ALB,57.0,58.0,2.0,1,43.0,0.4443333333333328,0.2439999999999997,14.0,0.0119999999999862,1.7509999999999906,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,7.0,58.0,1.0,1,7.0,-0.398666666666666,-0.0839999999999975,16.0,-0.0030000000000001,0.1789999999999878,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,8.0,58.0,1.0,1,8.0,0.0876666666666636,0.0055999999999983,16.0,0.1569999999999964,0.2749999999999915,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,9.0,58.0,1.0,1,9.0,0.0470000000000017,-0.2400000000000005,16.0,0.0420000000000015,0.1119999999999947,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,10.0,58.0,1.0,1,10.0,0.0946666666666639,0.0555999999999983,15.0,0.2229999999999989,0.2510000000000048,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,11.0,58.0,1.0,1,11.0,-0.4349999999999975,-0.1781999999999982,15.0,-0.0619999999999976,1.0570000000000022,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,12.0,58.0,1.0,1,12.0,-0.2213333333333338,-0.1336000000000012,14.0,-0.1550000000000011,0.4710000000000036,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,13.0,58.0,1.0,1,13.0,-0.1019999999999991,-0.0581999999999993,12.0,0.3400000000000034,0.2639999999999958,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,14.0,58.0,1.0,1,14.0,0.0579999999999974,-0.1716000000000008,10.0,-0.2580000000000098,0.448999999999998,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,15.0,58.0,1.0,1,15.0,-0.1966666666666678,-0.3084000000000003,8.0,0.1469999999999913,0.652000000000001,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,16.0,58.0,1.0,1,16.0,-0.5246666666666661,-0.1120000000000004,8.0,-0.1419999999999959,2.0109999999999957,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,17.0,58.0,1.0,1,17.0,-0.1576666666666663,-0.1334000000000003,8.0,0.1380000000000052,1.4170000000000016,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,18.0,58.0,1.0,1,18.0,0.0430000000000016,-0.2213999999999998,8.0,0.0319999999999964,0.5699999999999932,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,19.0,58.0,1.0,1,19.0,-0.1063333333333342,-0.2105999999999994,8.0,-0.1539999999999963,0.4689999999999941,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,20.0,58.0,1.0,1,20.0,-0.1186666666666648,-0.0865999999999985,8.0,0.0220000000000055,0.2229999999999989,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,21.0,58.0,1.0,1,21.0,-0.2936666666666667,-0.0828000000000002,8.0,-0.0480000000000018,0.8379999999999939,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,22.0,58.0,1.0,1,22.0,0.1416666666666657,-0.0310000000000002,8.0,0.0999999999999943,0.3070000000000021,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,23.0,58.0,1.0,1,23.0,0.0569999999999974,-0.078200000000001,8.0,0.0339999999999918,0.5030000000000001,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,24.0,58.0,1.0,1,24.0,0.0663333333333326,0.0207999999999998,8.0,0.0480000000000018,0.3109999999999928,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,25.0,58.0,1.0,1,25.0,-0.1343333333333305,-0.0403999999999996,8.0,0.1050000000000039,0.206000000000003,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,26.0,58.0,1.0,1,26.0,-0.2199999999999988,-0.0340000000000003,7.0,-0.1899999999999977,0.0139999999999957,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,27.0,58.0,1.0,1,27.0,-0.3139999999999976,-0.2525999999999982,6.0,0.7740000000000009,0.5899999999999892,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,28.0,58.0,1.0,1,28.0,-0.2736666666666707,-0.2388000000000005,6.0,0.4919999999999902,0.4230000000000018,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,29.0,58.0,1.0,1,29.0,-0.0906666666666685,-0.128200000000001,6.0,1.1659999999999968,0.2110000000000127,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,30.0,58.0,1.0,1,30.0,0.071666666666663,-0.129000000000002,6.0,1.3870000000000005,0.5480000000000018,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,31.0,58.0,1.0,1,31.0,0.1716666666666668,-0.003800000000001,6.0,1.1909999999999883,0.1020000000000038,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,32.0,58.0,1.0,1,32.0,0.0373333333333363,0.0825999999999993,6.0,1.0730000000000075,0.1110000000000042,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,33.0,58.0,1.0,1,33.0,0.1933333333333327,0.1512,6.0,1.093999999999994,0.4019999999999868,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,34.0,58.0,1.0,1,34.0,0.0026666666666699,0.0522000000000019,6.0,0.8590000000000089,0.2379999999999995,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,35.0,58.0,1.0,1,35.0,0.2550000000000001,0.1926000000000016,6.0,1.2710000000000008,0.5490000000000066,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,36.0,58.0,1.0,1,36.0,0.1513333333333359,0.1390000000000014,6.0,1.960000000000008,0.6460000000000008,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GAS,39.0,58.0,2.0,0,2.0,-0.5816666666666682,-0.3192000000000007,11.0,-0.2189999999999941,2.024000000000001,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,40.0,58.0,2.0,0,3.0,-0.674666666666667,-0.3281999999999982,11.0,0.0640000000000071,1.191999999999993,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,41.0,58.0,2.0,0,4.0,-0.5819999999999984,-0.2117999999999995,11.0,0.1870000000000118,1.2579999999999956,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,42.0,58.0,2.0,0,5.0,0.7253333333333339,-0.0370000000000004,11.0,1.6329999999999956,2.1200000000000045,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,43.0,58.0,2.0,0,6.0,0.2176666666666638,-0.2884000000000014,11.0,0.1159999999999996,1.3810000000000002,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,44.0,58.0,2.0,0,7.0,-0.0870000000000033,0.0849999999999994,11.0,-0.6460000000000008,2.111000000000004,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,45.0,58.0,2.0,0,8.0,-0.5256666666666661,0.0524,11.0,-0.6319999999999908,1.3400000000000034,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,46.0,58.0,2.0,0,9.0,-0.1193333333333299,-0.0108000000000004,11.0,-0.2539999999999907,1.467999999999989,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,47.0,58.0,2.0,0,10.0,0.1923333333333327,-0.2348000000000013,11.0,-0.2700000000000102,1.5460000000000065,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,48.0,58.0,2.0,0,11.0,0.2613333333333306,0.0786000000000001,11.0,0.0169999999999959,0.7890000000000015,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,49.0,58.0,2.0,0,12.0,0.196666666666663,0.1593999999999994,11.0,-0.0710000000000121,3.119,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,50.0,58.0,2.0,0,13.0,1.0413333333333366,0.7054000000000002,11.0,1.9140000000000017,0.9040000000000106,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,51.0,58.0,2.0,0,14.0,0.1149999999999996,0.2191999999999979,11.0,-1.4620000000000033,3.1010000000000133,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,52.0,58.0,2.0,0,15.0,0.0980000000000037,0.102800000000002,11.0,-0.3299999999999983,3.3930000000000007,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,53.0,58.0,2.0,0,16.0,-1.0436666666666667,-0.0775999999999982,11.0,0.1300000000000096,2.5349999999999966,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,54.0,58.0,2.0,0,17.0,-0.325333333333333,-0.0939999999999997,11.0,0.1319999999999908,3.044000000000011,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,55.0,58.0,2.0,0,18.0,-0.0670000000000025,-0.5622000000000014,11.0,-0.4309999999999974,2.278000000000006,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,56.0,58.0,2.0,0,19.0,0.2946666666666668,0.030200000000002,11.0,0.0709999999999979,1.7109999999999983,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GAS,57.0,58.0,2.0,0,20.0,0.2976666666666669,0.0257999999999981,11.0,-0.125,2.200000000000003,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,7.0,58.0,1.0,1,7.0,-0.2489999999999999,-0.4634000000000015,17.0,0.1789999999999878,0.9070000000000108,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,8.0,58.0,1.0,1,8.0,-0.2763333333333311,-0.3165999999999996,17.0,-0.2749999999999915,1.4199999999999875,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,9.0,58.0,1.0,1,9.0,-0.196666666666663,-0.2083999999999974,17.0,-0.1119999999999947,1.543999999999997,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,10.0,58.0,1.0,1,10.0,-0.0486666666666669,-0.1580000000000012,16.0,-0.2510000000000048,1.2140000000000128,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,11.0,58.0,1.0,1,11.0,0.0090000000000003,-0.0905999999999977,16.0,1.0570000000000022,0.8109999999999928,0,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,12.0,58.0,1.0,1,12.0,-0.027000000000001,-0.0751999999999981,15.0,0.4710000000000036,1.4159999999999968,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,13.0,58.0,1.0,1,13.0,-0.1063333333333294,-0.0560000000000002,13.0,-0.2639999999999958,2.125,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,14.0,58.0,1.0,1,14.0,-0.1446666666666705,-0.0594000000000022,12.0,0.448999999999998,1.497,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,15.0,58.0,1.0,1,15.0,-0.1363333333333353,-0.1277999999999991,9.0,0.652000000000001,0.1400000000000005,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,16.0,58.0,1.0,1,16.0,0.2336666666666644,0.0787999999999982,9.0,2.0109999999999957,2.703000000000003,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,17.0,58.0,1.0,1,17.0,0.1650000000000015,0.0557999999999992,9.0,1.4170000000000016,0.1890000000000071,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,18.0,58.0,1.0,1,18.0,0.6400000000000006,0.3199999999999988,10.0,1.8730000000000049,1.4110000000000014,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,19.0,58.0,1.0,1,19.0,0.5240000000000009,0.4800000000000011,12.0,2.236000000000004,3.213999999999998,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,20.0,58.0,1.0,1,20.0,0.0346666666666664,0.1584000000000003,12.0,1.2409999999999997,0.1410000000000053,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,21.0,58.0,1.0,1,21.0,-0.5353333333333316,-0.1413999999999987,12.0,0.9070000000000108,0.0960000000000036,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,22.0,58.0,1.0,1,22.0,-0.672333333333332,-0.0223999999999989,12.0,1.2090000000000032,0.1730000000000018,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,23.0,58.0,1.0,1,23.0,-0.1570000000000012,-0.3198000000000007,12.0,1.691999999999993,0.1119999999999947,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,24.0,58.0,1.0,1,24.0,0.0013333333333302,-0.4550000000000011,12.0,1.7419999999999902,0.0589999999999975,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,25.0,58.0,1.0,1,25.0,-0.0436666666666667,-0.0693999999999988,12.0,1.8760000000000048,0.0580000000000069,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,26.0,58.0,1.0,1,26.0,0.9403333333333328,0.5655999999999978,14.0,2.1939999999999884,1.8519999999999897,0,False,41.31311475409837,False,1
2019,1,Australian Grand Prix,GIO,29.0,58.0,2.0,0,2.0,-0.799333333333332,-0.5312000000000012,17.0,-1.4480000000000075,1.5600000000000025,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,30.0,58.0,2.0,0,3.0,-0.6576666666666663,-0.3697999999999979,15.0,-0.7530000000000001,1.0139999999999958,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,31.0,58.0,2.0,0,4.0,-1.5893333333333288,-0.3887999999999977,15.0,-1.2739999999999867,1.0809999999999889,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,32.0,58.0,2.0,0,5.0,1.206666666666668,0.2189999999999997,15.0,2.64200000000001,0.1650000000000062,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,33.0,58.0,2.0,0,6.0,0.0466666666666668,-0.9059999999999974,15.0,-0.2049999999999983,1.2479999999999905,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,34.0,58.0,2.0,0,7.0,0.9099999999999966,0.6367999999999995,15.0,2.397999999999996,1.1049999999999898,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,35.0,58.0,2.0,0,8.0,-0.8140000000000024,0.1251999999999981,15.0,-0.9909999999999995,0.8650000000000091,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,36.0,58.0,2.0,0,9.0,0.0083333333333304,0.0525999999999982,15.0,-0.1120000000000089,1.1970000000000027,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,37.0,58.0,2.0,0,10.0,-0.8026666666666671,-0.5688000000000016,15.0,-0.0470000000000112,1.1310000000000002,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,38.0,58.0,2.0,0,11.0,-0.1969999999999979,-0.0210000000000007,15.0,-0.1020000000000038,1.331000000000003,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,39.0,58.0,2.0,0,12.0,-0.0846666666666682,-0.5442000000000007,15.0,-0.0730000000000075,1.491000000000014,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,40.0,58.0,2.0,0,13.0,-0.1529999999999963,-0.172199999999998,15.0,0.0310000000000059,1.5849999999999935,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,41.0,58.0,2.0,0,14.0,-0.0333333333333361,-0.0460000000000008,15.0,0.3709999999999951,1.791000000000011,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,42.0,58.0,2.0,0,15.0,0.4686666666666686,0.2186000000000007,15.0,1.856999999999999,0.0589999999999975,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,43.0,58.0,2.0,0,16.0,0.0329999999999965,-0.0342000000000013,15.0,0.7069999999999936,1.2620000000000005,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,44.0,58.0,2.0,0,17.0,0.1430000000000006,0.0906000000000006,15.0,0.4979999999999904,0.6119999999999948,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,45.0,58.0,2.0,0,18.0,-0.4106666666666664,0.0639999999999986,15.0,0.0100000000000051,0.3229999999999933,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,46.0,58.0,2.0,0,19.0,-0.0143333333333307,-0.022799999999998,15.0,0.0170000000000101,0.5039999999999907,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,47.0,58.0,2.0,0,20.0,-0.2366666666666645,-0.3325999999999993,15.0,-0.2590000000000003,0.0600000000000022,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,48.0,58.0,2.0,0,21.0,-0.0803333333333332,-0.0039999999999992,15.0,-0.9150000000000064,0.340999999999994,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,49.0,58.0,2.0,0,22.0,0.0123333333333306,-0.1012,15.0,-4.597999999999999,0.5110000000000099,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,50.0,58.0,2.0,0,23.0,0.097666666666664,-0.027600000000001,15.0,-0.730000000000004,3.8730000000000047,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,51.0,58.0,2.0,0,24.0,0.0576666666666672,0.0391999999999995,15.0,-0.2270000000000038,2.224000000000004,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,52.0,58.0,2.0,0,25.0,0.0836666666666682,0.0909999999999996,15.0,-0.7129999999999939,1.7660000000000051,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,53.0,58.0,2.0,0,26.0,1.351333333333334,0.8313999999999993,15.0,3.0930000000000035,2.2590000000000003,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,54.0,58.0,2.0,0,27.0,0.078666666666668,0.079000000000002,15.0,-0.4559999999999888,4.285999999999987,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,55.0,58.0,2.0,0,28.0,-0.0716666666666678,-0.0105999999999994,15.0,-0.7340000000000089,0.2120000000000033,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,56.0,58.0,2.0,0,29.0,-1.3186666666666678,0.0055999999999983,15.0,-1.818000000000012,2.1950000000000074,1,False,41.31311475409837,False,0
2019,1,Australian Grand Prix,GIO,57.0,58.0,2.0,0,30.0,0.0126666666666655,0.0364000000000004,15.0,-1.7509999999999906,,1,False,41.31311475409837,False,0
